var g_tran_us=`
'bout|ˈbaut
adapso|əˈdæpsou
adapt|əˈdæpt
adaptability|əˌdæptəˈbiləti
adaptable|əˈdæptəbəl
adaptaplex|əˈdæptəˌpleks
adaptation|ˌædəpˈteiʃən
adaptations|ˌædæpˈteiʃənz/ˌædəpˈteiʃənz
adaptec|əˈdæpˌtek
adaptec's|əˈdæpˌteks
adapted|əˈdæptid
adapter|əˈdæptər
adapters|əˈdæptərz
adapting|əˈdæptiŋ
adaptive|əˈdæptiv
adaptor|əˈdæptər
adaptors|əˈdæptərz
adapts|əˈdæpts
adar|əˈdɑr
adarand|ˈædəˌrænd
adas|ˈeidəz
aday|əˈdei
adaza|əˈdɑzə
adblock|ˈædˌblɑk
adcock|ədˈkɑk
adcox|ədˈkɑks
add|ˈæd
addair|əˈder
addams|ˈædəmz
added|ˈædəd/ˈædid
addendum|əˈdendəm
addendums|əˈdendəmz
addeo|ˈɑdiou
adder|ˈædər
adderley|əˈdərli
addicks|ˈædiks
addict|ˈæˌdikt/əˈdikt
addicted|əˈdiktid
addicting|əˈdiktiŋ
addiction|əˈdikʃən
addictions|əˈdikʃənz
addictive|əˈdiktiv
addicts|ˈæˌdikts/əˈdikts
addidas|əˈdidəs
addidas'|əˈdidəs
addidas's|əˈdidəsiz
addidases|əˈdidəsiz
addie|ˈædi
adding|ˈædiŋ
addington|ˈædiŋtən
addis|ˈɑdis
addis-ababa|ˈɑdisəˈbɑbɑ/ˈɑdisəˈbɑbɑ
addison|ˈædəsən/ˈædisən
addison's|ˈædisənz
addition|əˈdiʃən
additional|əˈdiʃənəl/əˈdiʃnəl
additionally|əˈdiʃəˌnəli/əˈdiʃnəli
additions|əˈdiʃənz
additive|ˈædətiv/ˈæditiv
additives|ˈædətivz/ˈæditivz
addle|ˈædəl
addled|ˈædəld
addleman|ˈædəlmən
address|ˈæˌdres/əˈdres
addressable|əˈdresəbəl
addressed|əˈdrest
addressee|ˌædreˈsi
addresses|ˈæˈdresiz/əˈdresiz
addressing|əˈdresiŋ
adds|ˈædz
adduci|ɑˈduʧi
adduct|ˈædəkt
addwest|ˌædˈwest
addy|ˈædi
addyston|ˈædistən
ade|ˈeid
adee|əˈdi
adel|əˈdel
adela|əˈdelə
adelaar|ˈædəˌlɑr
adelaide|ˈædəˌleid
adelanto|ædəˈlɑntou
adelbert|əˈdelbərt
adele|əˈdel
adele's|əˈdelz
adeline|ˈædəˌlain
adelizzi|ˌædəˈlizi
adell|əˈdel
adell's|əˈdelz
adelle|əˈdel
adelman|ˈædəlmən/ˈedəlmən
adelmann|ˈædəlmən
adelpha|əˈdelfə
adelphi|əˈdelfi
adelphia|əˈdelfiə
adelphia's|əˈdelfiəz
adelsberger|ˈædilzbərgər
adelson|ˈædəlsən
adelstein|ˈædəlstain/ˈædəlstin
aden|ˈeidən
adena|ˈædinə
adenauer|ˈædəˌnaur/ˈeidəˌnaur
adenine|ˈædəˌnin
adenoid|ˈædəˌnɔid
adenoids|ˈædəˌnɔidz
adenoscan|əˈdenəˌskæn
adenosine|əˈdenəˌsin
adenovirus|əˈdenəˌvairəs
adept|əˈdept
adequacy|ˈædəkwəsi
adequate|ˈædəˌkweit/ˈædəkwət
adequately|ˈædəkwətli/ˈædəkwitli
ader|ˈeidər
aderhold|ˈædərhould
aderholt|ˈædərhoult
aderman|ˈædərmən
ades|ˈeidz
adey|ˈeidi
adger|ˈæʤər
adham|ˈædhæm
adhd|ˌeiˌdiˌeiʧˈdi
adhere|ədˈhir
adhered|ædˈhird
adherence|ədˈhirəns
adherent|ədˈhirənt
adherents|ædˈhirənts
adheres|ədˈhirz
adhering|ədˈhiriŋ
adhesion|ædˈhiʒən
adhesive|ædˈhisiv/ədˈhisiv
adhesives|ædˈhisivz/ədˈhisivz
adia|ˈɑdiə
adid|əˈdid
adidas|əˈdidəs
adidas's|əˈdidəsiz
adieu|əˈdu
adin|əˈdin
adina|ɑˈdinə
adine|ɑˈdini
adinolfi|ɑdiˈnoulfi
adios|ˌɑdiˈous
adipose|ˈædəˌpous
adirondack|ˌædərˈɑndæk
adisq|ˈeidisk/əˈdisk
adjacent|əˈʤeisənt
adjani|ædˈʤɑni
adjective|ˈæʤiktiv
adjectives|ˈæʤiktivz
adjoin|əˈʤɔin
adjoining|əˈʤɔiniŋ
adjoins|əˈʤɔinz
adjourn|əˈʤərn
adjourned|əˈʤərnd
adjourning|əˈʤərniŋ
adjournment|əˈʤərnmənt
adjourns|əˈʤərnz
adjudge|əˈʤəʤ
adjudged|əˈʤəʤd
adjudicate|əˈʤudiˌkeit
adjudicated|əˈʤudəˌkeitid
adjudicating|əˈʤudiˌkeitiŋ
adjudication|əˌʤudəˈkeiʃən
adjunct|ˈæˌʤəŋkt
adjuncts|ˈæˌʤəŋkts
adjust|əˈʤəst
adjustable|əˈʤəstəbəl
adjustables|əˈʤəstəbəlz
adjusted|əˈʤəstid
adjuster|əˈʤəstər
adjusters|əˈʤəstərz
adjusting|əˈʤəstiŋ
adjustment|əˈʤəstmənt
adjustments|əˈʤəstmənts
adjusts|əˈʤəsts
adjutant|ˈæʤətənt
adkins|ˈædkinz
adkinson|ˈædkinsən
adkison|ˈædkisən
adkisson|ˈædkisən
adl-tabataba|ˌɑdəlˌtɑbəˈtɑbə
adl-tabatabai|ˌɑdəlˌtɑbəˌtəˈbai
adlai|ɑdˈlɑi
adler|ˈædlər
adler's|ˈædlərz
adlers|ˈædlərz
adley|ˈædli
adlon|ˈædlɑn
adlong|ˈædlɔŋ
adman|ˈædmən
admen|ˈædmən
admin|ˈædmin
administer|ədˈminəstər
administered|ədˈminəstərd
administering|ædˈminiˌstəriŋ
administers|ædˈministərz
administrate|ædˈminiˌstreit
administrating|ədˈminəˌstreitiŋ
administration|ædˌminiˈstreiʃən
administration's|ædˌminiˈstreiʃənz
administrations|ædˌminiˈstreiʃənz
administrations'|ædˌminiˈstreiʃənz
administrative|ədˈminəˌstreitiv
administratively|ædˌminəˈstreitivli
administrator|ədˈminəˌstreitər
administrator's|ædˈminiˌstreitərz
administrators|ædˈminiˌstreitərz
administrators'|ædˈminəˌstreitərz
admins|ˈædminz/ədˈminz
admira|ædˈmairə
admira's|ædˈmairəz
admirable|ˈædmərəbəl/ˈædmrəbəl
admirably|ˈædmərəbli
admiral|ˈædmərəl
admiral's|ˈædmərəlz
admirals|ˈædmərəlz
admiralty|ˈædmərəlti
admiration|ˌædmərˈeiʃən
admirations|ˌædmərˈeiʃənz
admire|ædˈmair
admired|ədˈmaiərd
admirer|ædˈmairər
admirers|ədˈmairərz
admires|ædˈmairz
admiring|ædˈmairiŋ
admiringly|ædˈmairiŋli
admissibility|ədˌmisəˈbiləti
admissible|ədˈmisəbəl
admission|ædˈmiʃən/ədˈmiʃən
admissions|ædˈmiʃənz/ədˈmiʃənz
admit|ədˈmit
admits|ədˈmits
admittance|ədˈmitəns
admitted|ədˈmitid
admittedly|ædˈmitidli
admitting|ædˈmitiŋ/ədˈmitiŋ
admonish|ædˈmɑniʃ
admonished|ədˈmɑniʃt
admonishes|ædˈmɑniʃiz
admonishing|ædˈmɑniʃiŋ
admonishment|ædˈmɑniʃment
admonition|ˌædməˈniʃən
admonitions|ˌædməˈniʃənz
admonitory|ˌædˈmɔniˌtɔri
adnan|ˈædnən
adney|ˈædni
ado|əˈdu
adobe|əˈdoubi
adobe's|əˈdoubiz
adolescence|ˌædəˈlesəns/ˌædouˈlesəns
adolescent|ˌædəˈlesənt/ˌædouˈlesənt
adolescents|ˌædəˈlesənts/ˌædouˈlesənts
adolf|ˈeidɑlf
adolf's|ˈeidɑlfs
adolfo|əˈdɑlˌfou
adolph|ˈeidɔlf
adolpha|ɑˈdoulfə
adolphson|ˈædoulfsən
adolphus|əˈdɔlfəs
adon|ɑˈdɔn
adonia|ɑˈdouniə
adonis|əˈdɑnəs
adopt|əˈdɑpt
adoptable|əˈdɑptəbəl
adopted|əˈdɑptid
adoptee|əˈdɑpˈti
adoptees|əˈdɑpˈtiz
adopter|əˈdɑptər
adopters|əˈdɑptərz
adopting|əˈdɑptiŋ
adoption|əˈdɑpʃən
adoptions|əˈdɑpʃənz
adoptive|əˈdɑptiv
adopts|əˈdɑpts
ador|ɑˈdɔr
adora|ɑˈdɔrə
adorabelle|ˈædərəbəl
adorable|əˈdɔrəbəl
adoration|ˌædərˈeiʃən
adore|əˈdɔr
adored|əˈdɔrd
adoree|ædərˈi
adorees|ædərˈiz
adores|əˈdɔrz
adoring|əˈdɔriŋ
adorn|əˈdɔrn
adorna|ɑˈdɔrnə
adorned|əˈdɔrnd
adorning|əˈdɔrniŋ
adornment|əˈdɔrnmənt
adorno|ɑˈdɔrnou
adorns|əˈdɔrnz
adra|ˈeidrə
adragna|ɑˈdrɑgnə
adrda|ˈeidərdə
adrea|ˈɑdriə
adrenal|əˈdrinəl
adrenalin|əˈdrenəlin
adrenaline|əˈdrenələn
adrenergic|ədreˈnerʤik
adria|ˈɑdriə
adrian|ˈeidriən
adriana|ˌeidriˈænə
adriance|ɑˈdriəns
adriano|ɑdriˈɑnou
adriatic|ˌeidriˈætik
adriel|əˈdril
adrienne|ɑdriˈen
adrift|əˈdrift
adroit|əˈdrɔit
adroitly|əˈdrɔitli
ads|ˈædz
ads'|ˈædz
adsit|ˈædsit
adsl|ˌeiˌdiˌeˈsel
adsorption|ədˈsɔrpʃən
adss|ˈæds/ˈeiˈdiˈeˈses
adstar|ˈædstɑr
adsteam|ˈædstim
adtec|ˈædˌtek
adulate|ˈæʤəˌleit
adulation|ˌæʤəˈleiʃən
aduliadae|əˌduliˈɑdei
adult|ˈædəlt/əˈdəlt
adulterate|əˈdəltərˌeit
adulterated|əˈdəltərˌeitid
adulterates|əˈdəltərˌeits
adulteration|əˌdəltərˈeiʃən
adulterer|əˈdəltərər
adulterers|əˈdəltərərz
adulterous|əˈdəltərəs
adultery|əˈdəltəri
adulthood|əˈdəltˌhud
adults|ˈædəlts/əˈdəlts
adults'|ˈædəlts/əˈdəlts
adusdur|ˈædəsdər
advacare|ˈædvəˌker
advalue|ˈædvəˌlu
advance|ədˈvæns
advance's|ədˈvænsəz/ədˈvænsiz
advanced|ədˈvænst
advancement|ədˈvænsmənt
advancements|ədˈvænsmənts
advancer|ədˈvænsər
advancers|ədˈvænsərz
advances|ədˈvænsəz/ədˈvænsiz
advancing|ədˈvænsiŋ
advani|ædˈvɑni
advanta|ædˈvæntə/ədˈvæntə
advanta's|ædˈvæntəz/ədˈvæntəz
advantage|ædˈvæntiʤ
advantaged|ædˈvæntiʤd
advantageous|ˌædvənˈteiʤəs
advantages|ædˈvæntiʤiz
advantest|ædˈvæntəst
advection|ædˈvekʃən
advent|ˈædˌvent
adventist|ˈædˌventist
adventists|ˈædˌventists
adventure|ædˈvenʧər/ədˈvenʧər
adventurer|ædˈvenʧərər/ədˈvenʧərər
adventurers|ædˈvenʧərərz/ədˈvenʧərərz
adventures|ædˈvenʧərz
adventuresome|ædˈvenʧərsəm
adventurism|ædˈvenʧərˌizəm
adventurous|ædˈvenʧərəs/ədˈvenʧərəs
adverb|ˈædvərb
adverbial|ædˈvərbiəl
adverbs|ˈædvərbz
adversarial|ˌædvərˈseriəl
adversaries|ˈædvərˌseriz
adversary|ˈædvərˌseri
adverse|ˈædˌvərs/ædˈvərs/ədˈvərs
adversely|ædˈvərsli
adversity|ædˈvərsiˌti/ədˈvərsiti
advert|ˈædvərt
advertise|ˈædvərˌtaiz
advertised|ˈædvərˌtaizd/ˌædvərˈtaizd
advertisement|ˌædvərˈtaizmənt/ædˈvərtəzmənt
advertisements|ˈædvərˌtaizmənts
advertiser|ˈædvərˌtaizər
advertiser's|ˈædvərˌtaizərz
advertisers|ˈædvərˌtaizərz
advertisers'|ˈædˌvərˌtaizərz
advertises|ˈædvərˌtaiziz
advertising|ˈædvərˌtaiziŋ
advertising's|ˈædvərˌtaiziŋz
advertorial|ˌædvərˈtɔriəl
advertorials|ˌædvərˈtɔriəlz
advest|ˈædvest
advice|ædˈvais/ədˈvais
advil|ˈædˌvil
advil's|ˈædˌvilz
advisability|ˌædˌvaizəˈbiliti
advisable|ədˈvaizəbəl
advise|ædˈvaiz/ədˈvaiz
advised|ædˈvaizd/ədˈvaizd
advisedly|ædˈvaizədli/ədˈvaizədli
advisement|ədˈvaizmənt
adviser|ædˈvaizər
adviser's|ədˈvaizərz
advisers|ædˈvaizərz
advisers'|ˌædˈvaizərz
advises|ædˈvaiziz
advising|ædˈvaiziŋ
advisor|ædˈvaizər
advisories|ədˈvaizəriz
advisors|ædˈvaizərz
advisory|ædˈvaizəri
advo|ˈædvou
advocacy|ˈædvəkəsi
advocate|ˈædvəˌkeit/ˈædvəkət
advocate's|ˈædvəkəts
advocated|ˈædvəˌkeitid
advocates|ˈædvəˌkeits/ˈædvəkəts
advocating|ˈædvəˌkeitiŋ
advocation|ˌædvəˈkeiʃən
adweek|ˈædwik
adwell|ədˈwel
adwords|ˈædˌwərdz
ady|ˈeidi
adz|ˈædz
ae|ˈei
aegean|iˈʤiən
aegerter|ˈegərtər
aegis|ˈiʤəs
aegon|ˈeigɑn
aeltus|ˈæltəs
aeneas|ˈæniəs
aeneid|əˈniid
aeolus|ˈeoulus
aequitron|ˈeikwitrɑn
aer|ˈeiˈiˈɑr/ˈer
aerial|ˈeriəl
aerials|ˈeriəlz
aerie|ˈeri
aerien|ˈeriən
aeriens|ˈeriənz
aeritalia|ˌeriˈtæljə
aero|ˈerou
aerobatic|ˌerəˈbætik
aerobatics|ˌerəˈbætiks
aerobic|eˈroubik
aerobically|eˈroubikli
aerobics|ərˈoubiks
aerodrome|ˈerəˌdroum
aerodromes|ˈerəˌdroumz
aerodynamic|ˌeroudaiˈnæmik
aerodynamically|ˌeroudaiˈnæmikli
aerodynamicist|ˌeroudaiˈnæmisist
aerodynamicists|ˌeroudaiˈnæmisists
aerodynamics|ˌeroudaiˈnæmiks
aerodyne|ˈerəˌdain
aerodyne's|ˈerəˌdainz
aeroflot|ˈerouˌflɑt
aeroflot's|ˈerouˌflɑts
aerogenosa|ˈerəʤəˌnousə
aerojet|ˈerouˌʤet
aerojets|ˈerouˌʤets
aerolift|ˈerouˌlift
aerolifts|ˈerouˌlifts
aerolineas|ˌerouˈliniəs
aeromar|ˈerəmɑr/ˈeroumɑr
aeromexico|ˌerouˈmeksiˌkou
aeromexico's|ˌerouˈmeksiˌkouz
aeronautic|ˌerouˈnɑtək
aeronautical|ˌerəˈnɑtəkəl/ˌerouˈnɑtəkəl
aeronauticas|ˌerouˈnɔtikəs
aeronautics|ˌerəˈnɔtiks
aeroperu|ˌeroupeiˈru
aeroperu's|ˌeroupeiˈruz
aeroquip|ˈerəˌkwip
aeroscience|ˌerouˈsaiəs
aerosmith|ˈerousˌmiθ
aerosmith's|ˈerousˌmiθs
aerosol|ˈerəˌsɑl
aerosols|ˈerəˌsɑlz
aerospace|ˈerouˌspeis
aerospace's|ˈerouˌspeisiz
aerospatiale|ˌerouˌspɑsiˈɑl
aerospatiale's|ˌerouˌspɑsiˈɑlz
aerostar|ˈerouˌstɑr
aerostar's|ˈerouˌstɑrz
aerostars|ˈerouˌstɑrz
aerostat|ˈerouˌstæt
aerostat's|ˈerouˌstæts
aerostats|ˈerouˌstæts
aerotech|ˈerouˌtek
aerovias|erouˈviəz
aerts|ˈerts
aeschelus|ˈeskələs
aeschliman|ˈeʃlimən
aesop|ˈiˌsɑp
aesop's|ˈiˌsɑps
aesthenopia|æsθəˈnɔpjə
aesthete|ˈesθit
aesthete's|ˈesθits
aesthetes|ˈesθits
aesthetic|esˈθetik
aesthetically|esˈθetikli
aesthetics|esˈθetiks
aetna|ˈetnə
aetna's|ˈetnəz
afanasyev|ˌæfəˈneisiev
afar|əˈfɑr
affable|ˈæfəbəl
affably|ˈæfəbli
affair|əˈfer
affair's|əˈferz
affairs|əˈferz
affect|əˈfekt
affectation|ˌæfekˈteiʃən
affected|əˈfektid
affecting|əˈfektiŋ
affection|əˈfekʃən
affectionate|əˈfekʃənət/əˈfekʃənit
affectionately|əˈfekʃənətli
affections|əˈfekʃənz
affective|əˈfektiv
affectively|əˈfektivli
affects|əˈfekts
affeldt|ˈæfilt
afferent|ˈæfərənt
affiant|ˈæfiənt
affidavit|ˌæfəˈdeivət
affidavits|ˌæfiˈdeivits
affiliate|əˈfiliˌeit/əˈfiliət
affiliate's|əˈfiliˌeits
affiliated|əˈfiliˌeitid
affiliated's|əˈfiliˌeitidz
affiliates|əˈfiliˌeits/əˈfiliəts
affiliates'|əˈfiliits
affiliating|əˈfiliˌeitiŋ
affiliation|əˌfiliˈeiʃən
affiliations|əˌfiliˈeiʃənz
affine|əˈfain
affined|əˈfaind
affines|əˈfainz
affining|əˈfainiŋ
affinities|əˈfinətiz
affinity|əˈfinəti/əˈfiniti
affirm|əˈfərm
affirmation|ˌæfərˈmeiʃən
affirmations|ˌæfərˈmeiʃənz
affirmative|əˈfərmətiv
affirmatively|əˈfərmətivli
affirmed|əˈfərmd
affirming|əˈfərmiŋ
affirms|əˈfərmz
affix|ˈæfiks/əˈfiks
affixed|əˈfikst
affixes|ˈæfiksiz/əˈfiksiz
affixing|əˈfiksiŋ
affleck|ˈæflik
afflerbach|ˈæflərˌbɑk
afflict|əˈflikt
afflicted|əˈfliktid
afflicting|əˈfliktiŋ
affliction|əˈflikʃən
afflictions|əˈflikʃənz
afflicts|əˈflikts
afflik|ˌæˈflik
affluence|ˈæfluəns
affluent|ˈæfluənt
affolter|ˈæfoultər
afford|əˈfɔrd
affordability|əˌfɔrdəˈbiləti
affordable|əˈfɔrdəbəl
affordably|əˈfɔrdəbli
afforded|əˈfɔrdəd
affording|əˈfɔrdiŋ
affords|əˈfɔrdz
affricate|ˈæfrəkət
affricates|ˈæfrəkəts
affrication|ˌæfrəˈkeiʃən
affront|əˈfrənt
affronted|əˈfrəntid
affronting|əˈfrəntiŋ
affronts|əˈfrənts
affymax|ˈæfiˌmæks
afghan|ˈæfˌgæn
afghani|æfˈgɑni
afghani's|æfˈgæniz
afghanis|æfˈgæniz
afghanistan|æfˈgænəˌstæn
afghanistan's|æfˈgænəˌstænz
afghanistans|æfˈgænəˌstænz
afghans|ˈæfˌgænz
afheldt|ˈæˌfelt
aficionado|əˌfiʃjəˈnɑˌdou
aficionados|əˌfiʃəˈnɑdouz
afield|əˈfild
afire|əˈfair
afl|ˌeiˌeˈfel
aflame|əˈfleim
aflatoxin|ˌæfləˈtɑksin
afloat|əˈflout
aflutter|əˈflətər
afmed|ˈæfmed
afonso|əˈfɑnsou
afoot|əˈfut
aforementioned|əˈfɔrˌmenʃənd
aforesaid|əˈfɔrˌsed
aforethought|əˈfɔrˌθɑt
afoul|əˈfaul
afraid|əˈfreid
afresh|əˈfreʃ
africa|ˈæfərkə/ˈæfrəkɑ/ˈæfrikə
africa's|ˈæfrəkəz/ˈæfrikəz
african|ˈæfrəkən/ˈæfrikən
african-american|ˈæfrəkənəˈmerəkən
african-americans|ˈæfrikənəˈmerikənz
africanist|ˈæfrikənist
africanist's|ˈæfrikɑnists
africanists|ˈæfrikɑnists
africanize|ˈæfrəkəˌnaiz
africanized|ˈæfrəkəˌnaizd
africans|ˈæfrəkənz/ˈæfrikənz
afridi|əˈfridi
afrikaans|ˌæfrəˈkɑnz
afrikaner|ˌæfrəˈkɑnər
afrikanerdom|ˌæfrəˈkɑnərdəm
afrikaners|ˌæfriˈkɑnərz
afro|ˈæfrou
afroamerican|ˈæfrouəˈmerəkən
afroamericans|ˈæfrouəˈmerəkənz
afrocentric|ˈæfrouˈsentrik
afsane|ɑfˈsɑˌnei
afsane's|ɑfˈsɑˌneiz
afshar|ˈæfʃər
afshar's|ˈæfʃərz
aft|ˈæft
after|ˈæftər
after-room|ˈæftərˌrum
afterall|ˈæftərˌɑl
afterburner|ˈæftərˌbərnər
afterburners|ˈæftərˌbərnərz
aftereffect|ˈæftərəˌfekt
aftereffects|ˈæftərəˌfekts
afterglow|ˈæftərˌglou
afterglows|ˈæftərˌglouz
afterhours|ˈæftərˌhauərz
afterimage|ˈæftərˌimiʤ
afterimages|ˈæftərˌimiʤəz
afterlife|ˈæftərˌlaif
afterlives|ˈæftərˌlaivz
aftermarket|ˈæftərˌmɑrkit
aftermarkets|ˈæftərˌmɑrkits
aftermath|ˈæftərˌmæθ
aftermaths|ˈæftərˌmæθs
afternoon|ˌæftərˈnun
afternoon's|ˌæftərˈnunz
afternoons|ˌæftərˈnunz
aftershave|ˌæftərˈʃeiv
aftershaves|ˌæftərˈʃeivz
aftershock|ˈæftərˌʃɑk
aftershocks|ˈæftərˌʃɑks
aftertaste|ˈæftərˌteist
aftertastes|ˈæftərˌteists
aftertax|ˈæftərˌtæks
afterthought|ˈæftərˌθɑt/ˈæftərˌθɔt
afterthoughts|ˈæftərˌθɑts/ˈæftərˌθɔts
afterward|ˈæftərwərd
afterwards|ˈæftərwərdz
afula|əˈfulə
afula's|əˈfuləz
ag|ˈæg/ˈeiˈgi
ag's|ˈægz
aga|ˈɑgə
agache|ˈægæʧ
agache's|ˈægæʧəz
agaches|ˈægæʧəz
again|əˈgein/əˈgen
against|əˈgeinst/əˈgenst
agamemnon|ˌægəˈmemˌnɑn
agamemnon's|ˌægəˈmemˌnɑnz
agan|ˈeigən
agana|əˈgɑnə
aganbegyan|ˌægənˈbegjən
agans|ˈɑgɑnz
agape|əˈgeip
agar|ˈeigər
agard|ˈægərd
agarwal|ˈɑgɑrwɑl
agasp|əˈgæsp
agassi|ˈægəsi
agassiz|əˈgæsiz
agate|ˈægət
agates|ˈægəts
agatha|ˈægəθə
agawam|ˈægəˌwɑm
agco|ˈægˌkou
age|ˈeiʤ
age's|ˈeiʤiz
aged|ˈeiʤd/ˈeiʤid
agee|ˈeiˈʤi
agee's|ˈeiʤiz
ageless|ˈeiʤləs
agematsu|ˈægəˈmætsu
agence|ˈæʤəns
agencies|ˈeiʤənsiz
agencies'|ˈeiʤənsiz
agency|ˈeiʤənsi
agency's|ˈeiʤənsiz
agenda|əˈʤendə
agendas|əˈʤendəz
agent|ˈeiʤənt
agent's|ˈeiʤənts
agents|ˈeiʤənts
agents'|ˈeiʤənts
ager|ˈeiʤər
ageratum|əˈʤerətəm
ageratums|əˈʤerətəmz
agers|ˈeiʤərz
agers'|ˈeiʤərz
agerton|ˈeigərtən
ages|ˈeiʤəz/ˈeiʤiz
agfa|ˈægfə
aggarwal|əˈgɑrwəl
aggie|ˈægi
aggies|ˈægiz
agglomerate|əˈglɑmərˌeit
agglomeration|əˌglɑmərˈeiʃən
agglutinate|əˈglutiˌneit
aggrandize|əˈgrænˌdaiz
aggrandizement|ˈægrənˌdaizmənt/əˈgrænˌdaizmənt
aggrandizing|ˈægrənˌdaiziŋ/əˈgrænˌdaiziŋ
aggravate|ˈægrəˌveit
aggravated|ˈægrəˌveitid
aggravates|ˈægrəˌveits
aggravating|ˈægrəˌveitiŋ
aggravation|ˌægrəˈveiʃən
aggregate|ˈægrəgeit/ˈægrəgət/ˈægrəgit
aggregated|ˈægrəˌgeitid
aggregates|ˈægrəˌgeits/ˈægrəgits
aggregation|ˌægrəˈgeiʃən
aggress|əˈgres
aggression|əˈgreʃən
aggressions|əˈgreʃənz
aggressive|əˈgresiv
aggressively|əˈgresivli
aggressiveness|əˈgresivnəs
aggressivity|əgreˈsiviti
aggressor|əˈgresər
aggressors|əˈgresərz
aggrey|æˈgrei
aggrieve|əˈgriv
aggrieved|əˈgrivd
aggy|ˈægi
aghast|əˈgæst
aghazadeh|ˌægəˈzɑˌde
agie|ˈægi
agildo|əˈgildou
agile|ˈæʤəl
agilis|əˈʤiləs
agility|əˈʤiləti
agin|ɑˈʤin
agincourt|ˈæʤənˌkɔrt
aging|ˈeiʤiŋ
agins|ˈeiginz
agip|ˈeigip
agitate|ˈæʤəˌteit
agitated|ˈæʤəˌteitid
agitating|ˈæʤəˌteitiŋ
agitation|ˌæʤəˈteiʃən
agitator|ˈæʤəˌteitər
agitators|ˈæʤiˌteitərz
agitprop|ˈæʤətˌprɔp
agius|ˈeiʤiis
agleam|əˈglim
agler|ˈæglər
aglitter|əˈglitər
aglo|əˈglou
aglow|əˈglou
agna|ˈægnɑ
agne|ˈægni
agnella|ˌægˈnelɑ
agnelli|ˈægˌneli
agnelli's|ˈægˌneliz
agnellis|ˈægˌneliz
agnello|ˌægˈnelou
agner|ˈægnər
agnes|ˈægnis
agneta|ɑgˈnetə
agnew|ˈægnju/ˈægnu
agnico|ˈægniˌkou
agnor|ˈægnər
agnos|ˈægnous
agnosio|ægˈnousiou
agnostic|ægˈnɑstik
agnostically|ægˈnɑstiˌkli
agnostics|ægˈnɑstiks
ago|əˈgou
agog|əˈgɑg
agoglia|əˈgɑgliə
agonies|ˈægəniz
agonist|ˈægənist
agonists|ˈægənists
agonize|ˈægəˌnaiz
agonized|ˈægəˌnaizd
agonizes|ˈægəˌnaiziz
agonizing|ˈægənaiziŋ
agonizingly|ˈægəˌnaiziŋˌli
agony|ˈægəni
agora|ˈægərə
agoraphobia|əˌgɔrəˈfoubiə
agosta|ɑˈgoustə
agostinelli|ɑgoustiˈneli
agostini|ɑgouˈstini
agostino|ɑgɔˈstinou
agosto|ɑˈgoustou
agoura|əˈgurə
agouron|əˈgurɑn
agra|ˈægrə
agrarian|əˈgreriən
agrarianism|əˈgreriəˌnizəm
agrawal|əˈgræwəl
agree|əˈgri
agreeable|əˈgriəbəl
agreed|əˈgrid
agreeing|əˈgriiŋ
agreement|əˈgrimənt
agreement's|əˈgrimənts
agreements|əˈgrimənts
agrees|əˈgriz
agregable|əˈgreʤəbəl
agregious|əˈgriʤiəs
agresource|ˈægrəˌsɔrs/ˈɑgreˌsɔrs
agresta|ɑˈgrestə
agresti|ɑˈgresti
agrexco|ɑˈgrekskou
agri|ˈægri
agribank|ˈægriˌbæŋk
agribusiness|ˈægrəˌbiznəs
agrico|əˈgrikou
agricola|ˌægriˈkoulə
agricole|ˈægriˌkoul
agricultural|ˌægrəˈkəlʧərəl/ˌægriˈkəlʧərəl
agriculturalist|ˌægrəˈkəlʧərələst
agriculturally|ˌægriˈkəlʧərəli/ˌægriˈkəlʧrəli
agriculture|ˈægriˌkəlʧər
agriculture's|ˈægriˌkəlʧərz
agrifuel|ˈægrəfˌjul
agrifuels|ˈægrəfˌjulz
agrigenetics|ˌægrəʤəˈnetiks
agrippa|əˈgripə
agrivisor|ˈægrəˌvaizər
agro|ˈægrou
agrochemical|ˌægrouˈkeməkəl
agrochemicals|ˌægrouˈkemikəlz
agroindustrial|ˌægrouiˈdəstriəl
agrokomerc|ˈægrəkouˌmərk
agronomist|əˈgrɑnəmist
agronomists|əˈgrɑnəmists
agronomy|əˈgrɑnəˌmi
agrosiand|əˈgrousiənd
aground|əˈgraund
agrusa|ɑˈgrusə
agua|ˈɑgwə
aguacate|ˈægwəˌkeit
aguadilla|ˌɑgwəˈdilə
aguado|ɑˈgwɑdou
aguanga|əˈgwɑngə
aguascalientes|ˌɑgwəskælˈjentes
aguayo|ɑˈgweiou
agudelo|ɑguˈdeilou
ague|ˈeigˌju
aguero|ɑˈgerou
aguiar|ˈɑgwiər
aguila|ɑˈgwilə
aguilar|ˈægəlɑr
aguilera|ɑgwiˈlerə
aguillar|ˈægəlɑr
aguillard|ˈægilərd
aguillon|ɑgwiˈlɔn
aguilo|əˈgwilou
aguinaga|ɑguiˈnɑgə
aguirra|əˈgwirə
aguirra's|əˈgwirəz
aguirre|ɑˈgwirei/əˈgwirei
aguirre's|ɑˈgwireiz/əˈgwireiz
agustin|əˈgɔstin
ah|ˈɑ
aha|ˌɑˈhɑ
ahab|ˈeiˌhæb
ahah|ˈɑhɑ
aharon|ˈæhərɑn
ahart|əˈhɑrt
